Training IMPALA 2 with the following parameter dict:
{'total_steps': 3000000.0, 'num_envs': 32, 'num_steps': 256, 'num_levels': 200, 'num_epochs': 3, 'batch_size': 512, 'eps': 0.2, 'grad_eps': 0.5, 'value_coef': 0.5, 'entropy_coef': 0.01, 'c1': 0.5, 'c2': 0.01, 'num_actions': 15, 'in_channels': 3, 'feature_dim': 64, 'env_name': 'starpilot', 'use_background': False}
non stabilized impala with resets
500 levels
Observation space: Box([[[0. 0. 0. ... 0. 0. 0.]
  [0. 0. 0. ... 0. 0. 0.]
  [0. 0. 0. ... 0. 0. 0.]
  ...
  [0. 0. 0. ... 0. 0. 0.]
  [0. 0. 0. ... 0. 0. 0.]
  [0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]
  [0. 0. 0. ... 0. 0. 0.]
  [0. 0. 0. ... 0. 0. 0.]
  ...
  [0. 0. 0. ... 0. 0. 0.]
  [0. 0. 0. ... 0. 0. 0.]
  [0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]
  [0. 0. 0. ... 0. 0. 0.]
  [0. 0. 0. ... 0. 0. 0.]
  ...
  [0. 0. 0. ... 0. 0. 0.]
  [0. 0. 0. ... 0. 0. 0.]
  [0. 0. 0. ... 0. 0. 0.]]], [[[1. 1. 1. ... 1. 1. 1.]
  [1. 1. 1. ... 1. 1. 1.]
  [1. 1. 1. ... 1. 1. 1.]
  ...
  [1. 1. 1. ... 1. 1. 1.]
  [1. 1. 1. ... 1. 1. 1.]
  [1. 1. 1. ... 1. 1. 1.]]

 [[1. 1. 1. ... 1. 1. 1.]
  [1. 1. 1. ... 1. 1. 1.]
  [1. 1. 1. ... 1. 1. 1.]
  ...
  [1. 1. 1. ... 1. 1. 1.]
  [1. 1. 1. ... 1. 1. 1.]
  [1. 1. 1. ... 1. 1. 1.]]

 [[1. 1. 1. ... 1. 1. 1.]
  [1. 1. 1. ... 1. 1. 1.]
  [1. 1. 1. ... 1. 1. 1.]
  ...
  [1. 1. 1. ... 1. 1. 1.]
  [1. 1. 1. ... 1. 1. 1.]
  [1. 1. 1. ... 1. 1. 1.]]], (3, 64, 64), float32)
Action space: 15
Step: 8192	Mean reward: 4.9375	 Loss: 0.28334084153175354
Step: 16384	Mean reward: 4.15625	 Loss: 0.033275097608566284
Step: 24576	Mean reward: 4.875	 Loss: -0.009298386052250862
Step: 32768	Mean reward: 5.25	 Loss: 0.014958575367927551
Step: 40960	Mean reward: 5.3125	 Loss: -0.025362428277730942
Step: 49152	Mean reward: 5.03125	 Loss: 0.01668405905365944
Step: 57344	Mean reward: 5.0	 Loss: 0.06722070276737213
Step: 65536	Mean reward: 5.3125	 Loss: 0.001534193754196167
Step: 73728	Mean reward: 5.90625	 Loss: -0.010463081300258636
Step: 81920	Mean reward: 5.8125	 Loss: 0.03060653619468212
Step: 90112	Mean reward: 4.78125	 Loss: 0.019219690933823586
Step: 98304	Mean reward: 6.375	 Loss: 0.01864471472799778
Step: 106496	Mean reward: 6.9375	 Loss: 0.03513944149017334
Step: 114688	Mean reward: 6.0625	 Loss: 0.06401035189628601
Step: 122880	Mean reward: 5.625	 Loss: 0.028162337839603424
Step: 131072	Mean reward: 6.34375	 Loss: 0.0612008273601532
Step: 139264	Mean reward: 7.15625	 Loss: -0.024838054552674294
Step: 147456	Mean reward: 7.25	 Loss: -0.034497328102588654
Step: 155648	Mean reward: 6.96875	 Loss: -0.00934857688844204
Step: 163840	Mean reward: 6.25	 Loss: -0.07982910424470901
Step: 172032	Mean reward: 6.21875	 Loss: 0.020934754982590675
Step: 180224	Mean reward: 6.125	 Loss: -0.011032430455088615
Step: 188416	Mean reward: 6.375	 Loss: -0.02808639034628868
Step: 196608	Mean reward: 6.875	 Loss: -0.016537750139832497
Step: 204800	Mean reward: 7.1875	 Loss: 0.025505775585770607
Step: 212992	Mean reward: 7.5	 Loss: -0.0008854903280735016
Step: 221184	Mean reward: 7.96875	 Loss: -0.05448102205991745
Step: 229376	Mean reward: 6.625	 Loss: 0.031995754688978195
Step: 237568	Mean reward: 7.28125	 Loss: 0.0488831102848053
Step: 245760	Mean reward: 7.75	 Loss: 0.006495680660009384
Step: 253952	Mean reward: 7.90625	 Loss: 0.03041648119688034
Step: 262144	Mean reward: 6.625	 Loss: -0.013645211234688759
Step: 270336	Mean reward: 8.9375	 Loss: 0.03607340157032013
Step: 278528	Mean reward: 7.46875	 Loss: -0.02984820492565632
Step: 286720	Mean reward: 8.03125	 Loss: -0.019111404195427895
Step: 294912	Mean reward: 8.25	 Loss: -0.023259509354829788
Step: 303104	Mean reward: 7.90625	 Loss: -0.035657767206430435
Step: 311296	Mean reward: 8.9375	 Loss: 0.007794199511408806
Step: 319488	Mean reward: 7.96875	 Loss: 0.03911219537258148
Step: 327680	Mean reward: 8.75	 Loss: -0.058371901512145996
Step: 335872	Mean reward: 8.9375	 Loss: -0.01239154115319252
Step: 344064	Mean reward: 9.09375	 Loss: -0.016146181151270866
Step: 352256	Mean reward: 9.90625	 Loss: 0.00014909543097019196
Step: 360448	Mean reward: 8.65625	 Loss: -0.05813944339752197
Step: 368640	Mean reward: 10.125	 Loss: -0.03338675945997238
Step: 376832	Mean reward: 8.96875	 Loss: -0.023900531232357025
Step: 385024	Mean reward: 8.4375	 Loss: -0.0899733155965805
Step: 393216	Mean reward: 8.1875	 Loss: 0.017838189378380775
Step: 401408	Mean reward: 8.5	 Loss: -0.04283081740140915
Step: 409600	Mean reward: 9.0	 Loss: -0.04560398682951927
Step: 417792	Mean reward: 8.8125	 Loss: -0.02523709461092949
Step: 425984	Mean reward: 9.25	 Loss: -0.01484670303761959
Step: 434176	Mean reward: 9.125	 Loss: -0.06663261353969574
Step: 442368	Mean reward: 9.78125	 Loss: 0.0007831491529941559
Step: 450560	Mean reward: 8.875	 Loss: -0.05945952236652374
Step: 458752	Mean reward: 9.0625	 Loss: 0.0745071992278099
Step: 466944	Mean reward: 8.96875	 Loss: -0.12433034181594849
Step: 475136	Mean reward: 9.84375	 Loss: -0.04417746141552925
Step: 483328	Mean reward: 10.3125	 Loss: -0.04338422417640686
Step: 491520	Mean reward: 9.0	 Loss: -0.001334693282842636
Step: 499712	Mean reward: 10.8125	 Loss: -0.053227197378873825
Step: 507904	Mean reward: 9.09375	 Loss: -0.019493132829666138
Step: 516096	Mean reward: 9.15625	 Loss: 0.006824955344200134
Step: 524288	Mean reward: 11.0625	 Loss: -0.02017749845981598
Step: 532480	Mean reward: 10.875	 Loss: -0.00782020203769207
Step: 540672	Mean reward: 11.09375	 Loss: -0.07317466288805008
Step: 548864	Mean reward: 10.6875	 Loss: -0.02002672106027603
Step: 557056	Mean reward: 10.5	 Loss: 0.05015207827091217
Step: 565248	Mean reward: 9.5	 Loss: -0.04505891725420952
Step: 573440	Mean reward: 11.125	 Loss: 0.011264720931649208
Step: 581632	Mean reward: 11.15625	 Loss: -0.00660296157002449
Step: 589824	Mean reward: 11.4375	 Loss: -0.027011537924408913
Step: 598016	Mean reward: 10.9375	 Loss: 0.036404047161340714
Step: 606208	Mean reward: 11.96875	 Loss: -0.007225072011351585
Step: 614400	Mean reward: 10.84375	 Loss: -0.00925510935485363
Step: 622592	Mean reward: 11.1875	 Loss: -0.03411529213190079
Step: 630784	Mean reward: 11.875	 Loss: -0.011628998443484306
Step: 638976	Mean reward: 12.1875	 Loss: -0.04753301292657852
Step: 647168	Mean reward: 11.40625	 Loss: -0.06699676811695099
Step: 655360	Mean reward: 12.125	 Loss: -3.0180439352989197e-05
Step: 663552	Mean reward: 11.15625	 Loss: -0.13399460911750793
Step: 671744	Mean reward: 11.125	 Loss: 0.0006344467401504517
Step: 679936	Mean reward: 11.71875	 Loss: -0.08141038566827774
Step: 688128	Mean reward: 11.75	 Loss: -0.04090144857764244
Step: 696320	Mean reward: 12.09375	 Loss: -0.0434463694691658
Step: 704512	Mean reward: 10.59375	 Loss: -0.05093325674533844
Step: 712704	Mean reward: 10.78125	 Loss: -0.023058731108903885
Step: 720896	Mean reward: 11.25	 Loss: -0.04232019558548927
Step: 729088	Mean reward: 11.0	 Loss: -0.0042601656168699265
Step: 737280	Mean reward: 11.78125	 Loss: -0.08622168004512787
Step: 745472	Mean reward: 13.0625	 Loss: -0.06126398593187332
Step: 753664	Mean reward: 13.84375	 Loss: 0.01138039119541645
Step: 761856	Mean reward: 13.625	 Loss: -0.06718791276216507
Step: 770048	Mean reward: 12.53125	 Loss: 0.012643476948142052
Step: 778240	Mean reward: 13.75	 Loss: -0.07402575016021729
Step: 786432	Mean reward: 12.15625	 Loss: -0.00046196021139621735
Step: 794624	Mean reward: 14.3125	 Loss: 0.027457892894744873
Step: 802816	Mean reward: 14.3125	 Loss: -0.015079911798238754
Step: 811008	Mean reward: 13.125	 Loss: -0.06732562184333801
Step: 819200	Mean reward: 12.09375	 Loss: -0.03673962876200676
Step: 827392	Mean reward: 12.125	 Loss: -0.11074308305978775
Step: 835584	Mean reward: 14.21875	 Loss: -0.029363403096795082
Step: 843776	Mean reward: 11.75	 Loss: 0.014335829764604568
Step: 851968	Mean reward: 13.4375	 Loss: 0.09342565387487411
Step: 860160	Mean reward: 13.46875	 Loss: -0.04692450538277626
Step: 868352	Mean reward: 12.15625	 Loss: 0.0009268913418054581
Step: 876544	Mean reward: 13.09375	 Loss: -0.08902864158153534
Step: 884736	Mean reward: 13.25	 Loss: -0.10765542089939117
Step: 892928	Mean reward: 12.40625	 Loss: -0.07632599771022797
Step: 901120	Mean reward: 13.21875	 Loss: -0.04487781226634979
Step: 909312	Mean reward: 13.46875	 Loss: -0.06857463717460632
Step: 917504	Mean reward: 12.40625	 Loss: -0.015481328591704369
Step: 925696	Mean reward: 13.125	 Loss: -0.02202315255999565
Step: 933888	Mean reward: 13.84375	 Loss: 0.004039347171783447
Step: 942080	Mean reward: 13.53125	 Loss: -0.014738557860255241
Step: 950272	Mean reward: 12.96875	 Loss: -0.03275606036186218
Step: 958464	Mean reward: 14.1875	 Loss: -0.06762255728244781
Step: 966656	Mean reward: 12.28125	 Loss: -0.012484245002269745
Step: 974848	Mean reward: 11.71875	 Loss: 0.009961346164345741
Step: 983040	Mean reward: 15.1875	 Loss: 0.05894099175930023
Step: 991232	Mean reward: 12.84375	 Loss: -0.03480339050292969
Step: 999424	Mean reward: 13.3125	 Loss: -0.03167683631181717
Step: 1007616	Mean reward: 14.34375	 Loss: 0.024752415716648102
Step: 1015808	Mean reward: 13.5625	 Loss: -0.14342989027500153
Step: 1024000	Mean reward: 13.0625	 Loss: -0.03654932975769043
Step: 1032192	Mean reward: 13.96875	 Loss: 0.0037985965609550476
Step: 1040384	Mean reward: 14.90625	 Loss: -0.0036185383796691895
Step: 1048576	Mean reward: 14.03125	 Loss: -0.017656400799751282
Step: 1056768	Mean reward: 12.875	 Loss: -0.04766279086470604
Step: 1064960	Mean reward: 14.5625	 Loss: -0.0319194570183754
Step: 1073152	Mean reward: 14.5625	 Loss: -0.0678153932094574
Step: 1081344	Mean reward: 14.71875	 Loss: -0.019626997411251068
Step: 1089536	Mean reward: 14.0	 Loss: -0.05235806107521057
Step: 1097728	Mean reward: 13.5625	 Loss: -0.10041679441928864
Step: 1105920	Mean reward: 13.53125	 Loss: -0.1675594598054886
