Training PPO 2 with the following parameter dict:
{'total_steps': 3000000.0, 'num_envs': 32, 'num_steps': 256, 'num_levels': 200, 'num_epochs': 3, 'batch_size': 512, 'eps': 0.2, 'grad_eps': 0.5, 'value_coef': 0.5, 'entropy_coef': 0.01, 'c1': 0.5, 'c2': 0.01, 'num_actions': 15, 'in_channels': 3, 'feature_dim': 64, 'env_name': 'starpilot', 'use_background': False}
non stabilized ppo with resets
500 levels
Observation space: Box([[[0. 0. 0. ... 0. 0. 0.]
  [0. 0. 0. ... 0. 0. 0.]
  [0. 0. 0. ... 0. 0. 0.]
  ...
  [0. 0. 0. ... 0. 0. 0.]
  [0. 0. 0. ... 0. 0. 0.]
  [0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]
  [0. 0. 0. ... 0. 0. 0.]
  [0. 0. 0. ... 0. 0. 0.]
  ...
  [0. 0. 0. ... 0. 0. 0.]
  [0. 0. 0. ... 0. 0. 0.]
  [0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]
  [0. 0. 0. ... 0. 0. 0.]
  [0. 0. 0. ... 0. 0. 0.]
  ...
  [0. 0. 0. ... 0. 0. 0.]
  [0. 0. 0. ... 0. 0. 0.]
  [0. 0. 0. ... 0. 0. 0.]]], [[[1. 1. 1. ... 1. 1. 1.]
  [1. 1. 1. ... 1. 1. 1.]
  [1. 1. 1. ... 1. 1. 1.]
  ...
  [1. 1. 1. ... 1. 1. 1.]
  [1. 1. 1. ... 1. 1. 1.]
  [1. 1. 1. ... 1. 1. 1.]]

 [[1. 1. 1. ... 1. 1. 1.]
  [1. 1. 1. ... 1. 1. 1.]
  [1. 1. 1. ... 1. 1. 1.]
  ...
  [1. 1. 1. ... 1. 1. 1.]
  [1. 1. 1. ... 1. 1. 1.]
  [1. 1. 1. ... 1. 1. 1.]]

 [[1. 1. 1. ... 1. 1. 1.]
  [1. 1. 1. ... 1. 1. 1.]
  [1. 1. 1. ... 1. 1. 1.]
  ...
  [1. 1. 1. ... 1. 1. 1.]
  [1. 1. 1. ... 1. 1. 1.]
  [1. 1. 1. ... 1. 1. 1.]]], (3, 64, 64), float32)
Action space: 15
Step: 8192	Mean reward: 4.78125	 Loss: 0.5030847191810608
Step: 16384	Mean reward: 4.375	 Loss: 0.06269817054271698
Step: 24576	Mean reward: 4.84375	 Loss: 0.10991984605789185
Step: 32768	Mean reward: 4.96875	 Loss: 0.06842058151960373
Step: 40960	Mean reward: 5.625	 Loss: 0.07966095209121704
Step: 49152	Mean reward: 6.90625	 Loss: 0.13928140699863434
Step: 57344	Mean reward: 6.125	 Loss: 0.06854616850614548
Step: 65536	Mean reward: 5.71875	 Loss: 0.00663410872220993
Step: 73728	Mean reward: 6.625	 Loss: 0.09595157206058502
Step: 81920	Mean reward: 6.53125	 Loss: 0.06957603991031647
Step: 90112	Mean reward: 7.1875	 Loss: 0.09891866147518158
Step: 98304	Mean reward: 6.125	 Loss: 0.05696350336074829
Step: 106496	Mean reward: 6.71875	 Loss: 0.017813652753829956
Step: 114688	Mean reward: 6.5	 Loss: 0.02531411685049534
Step: 122880	Mean reward: 8.0625	 Loss: 0.15419870615005493
Step: 131072	Mean reward: 7.0	 Loss: 0.10363786667585373
Step: 139264	Mean reward: 6.9375	 Loss: 0.10252624750137329
Step: 147456	Mean reward: 7.65625	 Loss: 0.05576472729444504
Step: 155648	Mean reward: 7.6875	 Loss: 0.04382923245429993
Step: 163840	Mean reward: 7.875	 Loss: -0.004776265472173691
Step: 172032	Mean reward: 6.875	 Loss: 0.0022015441209077835
Step: 180224	Mean reward: 7.1875	 Loss: 0.07413918524980545
Step: 188416	Mean reward: 8.21875	 Loss: 0.04770347476005554
Step: 196608	Mean reward: 6.40625	 Loss: -0.054231196641922
Step: 204800	Mean reward: 6.28125	 Loss: -7.034838199615479e-05
Step: 212992	Mean reward: 7.90625	 Loss: 0.040478818118572235
Step: 221184	Mean reward: 7.96875	 Loss: 0.09509005397558212
Step: 229376	Mean reward: 8.0	 Loss: 0.0869721993803978
Step: 237568	Mean reward: 8.46875	 Loss: 0.013133600354194641
Step: 245760	Mean reward: 6.5	 Loss: 0.024772677570581436
Step: 253952	Mean reward: 7.78125	 Loss: -0.048729151487350464
Step: 262144	Mean reward: 9.0625	 Loss: 0.06483641266822815
Step: 270336	Mean reward: 7.78125	 Loss: 0.036909572780132294
Step: 278528	Mean reward: 9.15625	 Loss: 0.03164440393447876
Step: 286720	Mean reward: 7.875	 Loss: -0.015887247398495674
Step: 294912	Mean reward: 6.53125	 Loss: 0.02855287864804268
Step: 303104	Mean reward: 8.8125	 Loss: 0.08922567963600159
Step: 311296	Mean reward: 8.03125	 Loss: 0.0482155941426754
Step: 319488	Mean reward: 8.875	 Loss: -0.0023218095302581787
Step: 327680	Mean reward: 8.875	 Loss: 0.0924319326877594
Step: 335872	Mean reward: 7.3125	 Loss: 0.04864069074392319
Step: 344064	Mean reward: 8.5	 Loss: -0.05496625602245331
Step: 352256	Mean reward: 8.90625	 Loss: 0.057067226618528366
Step: 360448	Mean reward: 9.09375	 Loss: 0.06925645470619202
Step: 368640	Mean reward: 8.5625	 Loss: 0.07232873886823654
Step: 376832	Mean reward: 10.4375	 Loss: 0.09023243188858032
Step: 385024	Mean reward: 9.65625	 Loss: -0.00939156860113144
Step: 393216	Mean reward: 8.9375	 Loss: 0.11644358932971954
Step: 401408	Mean reward: 9.78125	 Loss: 0.07303056865930557
Step: 409600	Mean reward: 9.09375	 Loss: 0.03187327831983566
Step: 417792	Mean reward: 9.3125	 Loss: 0.02111373282968998
Step: 425984	Mean reward: 8.46875	 Loss: 0.10120652616024017
Step: 434176	Mean reward: 10.1875	 Loss: 0.08774136006832123
Step: 442368	Mean reward: 9.34375	 Loss: 0.032252274453639984
Step: 450560	Mean reward: 10.8125	 Loss: 0.08907303214073181
